ImageID,ModelLoss,DataLoss
0000,0.6588447690010071,5.270810652291402e-05
0001,0.8570273518562317,4.597110455506481e-05
0002,0.8015053868293762,4.464197627385147e-05
0003,0.6271814703941345,4.701006400864571e-05
0004,0.7846278548240662,4.687159525929019e-05
0005,0.9374676942825317,3.292587643954903e-05
0006,0.6500292420387268,5.0038528570439667e-05
0007,0.7114808559417725,4.3770793126896024e-05
0008,0.8570098876953125,5.881763354409486e-05
0009,0.7107948660850525,4.3293486669426784e-05
0010,0.7004373073577881,4.333398101152852e-05
0011,0.4407452642917633,4.4914340833202004e-05
0012,0.9493867754936218,3.49024630850181e-05
0013,0.36391565203666687,2.790443795674946e-05
0014,0.5595569610595703,3.130426921416074e-05
0015,0.9342182874679565,3.389340781723149e-05
0016,0.7821264266967773,4.794106644112617e-05
0017,0.8588739037513733,4.4439962948672473e-05
0018,0.6069468855857849,3.727520379470661e-05
0019,0.5629342794418335,2.825731826305855e-05
0020,0.8173395991325378,4.9345308070769534e-05
0021,0.7511439323425293,5.247232911642641e-05
0022,0.8352659344673157,4.4933753088116646e-05
0023,0.8060494661331177,4.4186039303895086e-05
0024,0.5109157562255859,5.164085450815037e-05
0025,0.3531782329082489,3.0299421268864535e-05
0026,0.7601044178009033,4.6243985707405955e-05
0027,0.727675199508667,4.4685239117825404e-05
0028,0.8267725706100464,4.6137771278154105e-05
0029,0.5427219867706299,4.5900225813966244e-05
0030,0.805306613445282,4.580572567647323e-05
0031,0.864150881767273,4.267004624125548e-05
0032,0.7495068907737732,4.693677692557685e-05
0033,0.6538485884666443,4.793406696990132e-05
0034,0.7574655413627625,4.8331374273402616e-05
0035,0.5467216372489929,4.173300476395525e-05
0036,0.8632617592811584,3.587638639146462e-05
0037,0.7295324802398682,3.0129273000056855e-05
0038,0.4957311153411865,4.336527854320593e-05
0039,0.8339012861251831,4.0962193452287465e-05
0040,0.8800297379493713,3.555475632310845e-05
0041,0.6478612422943115,2.988151572935749e-05
0042,0.7590775489807129,4.5603650505654514e-05
0043,0.920007586479187,3.4581924410304055e-05
0044,0.5564550161361694,5.22650261700619e-05
0045,0.5559577941894531,4.45355981355533e-05
0046,0.5891300439834595,3.969618774135597e-05
0047,0.4913281500339508,3.466844646027312e-05
0048,0.4928731322288513,3.620938878157176e-05
0049,0.8990221619606018,3.438767453189939e-05
0050,0.9361550807952881,3.5154775105183944e-05
0051,0.9540109634399414,3.25549190165475e-05
0052,0.5847364068031311,4.1147515730699524e-05
0053,0.7402336597442627,4.4773878471460193e-05
0054,0.6794010400772095,5.5463460739701986e-05
0055,0.42413556575775146,3.226798799005337e-05
0056,0.8087138533592224,4.538447319646366e-05
0057,0.4953497350215912,3.4465403587091714e-05
0058,0.5399250984191895,2.4983719413285144e-05
0059,0.49207088351249695,3.053689215448685e-05
0060,0.5968883633613586,4.9679460062179714e-05
0061,0.3511680066585541,3.360211485414766e-05
0062,0.5133962631225586,4.156961222179234e-05
0063,0.5743114948272705,4.219942638883367e-05
0064,0.5325109958648682,3.891385858878493e-05
0065,0.6771588921546936,4.846713272854686e-05
0066,0.7196475863456726,4.324068140704185e-05
0067,0.7359092831611633,4.045339301228523e-05
0068,0.7457127571105957,4.810892278328538e-05
0069,0.6926154494285583,4.355040437076241e-05
0070,0.8912673592567444,3.726217255461961e-05
0071,0.8447734713554382,4.213515421724878e-05
0072,0.8791194558143616,3.680284135043621e-05
0073,0.4972357451915741,3.969068347942084e-05
0074,0.9298924207687378,4.0297716623172164e-05
0075,0.5568658709526062,3.785951776080765e-05
0076,0.6815863847732544,4.490958235692233e-05
0077,0.8504881262779236,3.712592661031522e-05
0078,0.45680737495422363,3.367676617926918e-05
0079,0.8351311087608337,5.489545947057195e-05
0080,0.7802265882492065,3.7852740206290036e-05
0081,0.9278338551521301,3.811429996858351e-05
0082,0.6407690048217773,5.1688017265405506e-05
0083,0.9518135190010071,3.569030377548188e-05
0084,0.8373942971229553,4.419053948367946e-05
0085,0.7863656878471375,4.611457552528009e-05
0086,0.81202232837677,4.352979885879904e-05
0087,0.6236323118209839,5.343685916159302e-05
0088,0.35971274971961975,2.9248454666230828e-05
0089,0.5182960033416748,2.6083407647092827e-05
0090,0.7469181418418884,4.490208812057972e-05
0091,0.4308234453201294,4.3537700548768044e-05
0092,0.7972192168235779,5.502499334397726e-05
0093,0.38484668731689453,4.2539442802080885e-05
0094,0.5200616717338562,4.771452222485095e-05
0095,0.7702775001525879,4.6434048272203654e-05
0096,0.6895350813865662,5.6235643569380045e-05
0097,0.7640343308448792,4.408224413054995e-05
0098,0.388645201921463,3.12577722070273e-05
0099,0.6841024160385132,4.6693709009559825e-05
0100,0.706138014793396,5.485600195243023e-05
0101,0.6743299961090088,3.8816611777292565e-05
0102,0.7660990953445435,4.59903858427424e-05
0103,0.42608413100242615,3.292420296929777e-05
0104,0.6488490700721741,2.7355848942534067e-05
0105,0.7500748038291931,4.744607940665446e-05
0106,0.8810863494873047,3.8894206227269024e-05
0107,0.7535822987556458,5.140388020663522e-05
0108,0.9023496508598328,3.495753480819985e-05
0109,0.6631414890289307,4.3264852138236165e-05
0110,0.7466650009155273,4.919437560602091e-05
0111,0.9448674917221069,3.300930620753206e-05
0112,0.40364331007003784,3.2241565349977463e-05
0113,0.9038817882537842,4.1598941606935114e-05
